OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPriceINR,DiscountRate,SalesINR,ProfitINR,City,State,Channel,PaymentMethod
O30451,2023-05-24,C2289,P1025,Car Mobile Holder,General,1,18901,0.05,17955,4068,Dindigul,Tamil Nadu,Marketplace,Wallet
O30452,2025-10-30,C2334,P1005,Wireless Earbuds,General,1,44929,0.0,44929,20576,Madurai,Tamil Nadu,Mobile App,Credit Card
O30453,2025-09-29,C2441,P1001,Men's Cotton T-Shirt,General,2,16338,0.0,32676,5276,Vellore,Tamil Nadu,Marketplace,Credit Card
O30454,2025-10-10,C2490,P1011,Kitchen Mixer Grinder,General,1,28645,0.0,28645,8349,Nagercoil,Tamil Nadu,Website,COD
O30455,2025-07-21,C2472,P1028,Gaming Headset,General,2,21857,0.1,39342,18742,Chennai,Tamil Nadu,Marketplace,Debit Card
O30456,2023-03-19,C2398,P1028,Gaming Headset,General,1,21857,0.0,21857,7395,Kanchipuram,Tamil Nadu,Mobile App,Wallet
O30457,2023-05-04,C2348,P1023,Bluetooth Keyboard,General,1,2007,0.0,2007,607,Kanchipuram,Tamil Nadu,Marketplace,Debit Card
O30458,2023-11-06,C2016,P1024,Mouse Wireless,General,2,22771,0.0,45542,12119,Coimbatore,Tamil Nadu,Marketplace,COD
O30459,2025-04-21,C2109,P1030,Smart Light Bulb,General,1,34154,0.0,34154,17059,Thoothukudi,Tamil Nadu,Mobile App,Credit Card
O30460,2024-01-22,C2163,P1014,Makeup Kit,General,1,44484,0.1,40035,13525,Dindigul,Tamil Nadu,Mobile App,Credit Card
O30461,2023-05-26,C2341,P1010,"LED Smart TV 43""",General,1,11741,0.15,9979,4451,Tirunelveli,Tamil Nadu,Marketplace,UPI
O30462,2025-01-30,C2049,P1008,Backpack 25L,General,2,42606,0.05,80951,39227,Vellore,Tamil Nadu,Marketplace,Credit Card
O30463,2023-12-14,C2071,P1016,Sunglasses UV,General,1,36778,0.0,36778,15579,Coimbatore,Tamil Nadu,Marketplace,COD
O30464,2025-12-02,C2207,P1002,Women's Kurta,General,1,5580,0.0,5580,2336,Erode,Tamil Nadu,Marketplace,Wallet
O30465,2024-07-08,C2295,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,4827,Kanchipuram,Tamil Nadu,Mobile App,Credit Card
O30466,2023-06-24,C2267,P1004,"Smartphone 6.5""",General,1,13735,0.0,13735,4762,Coimbatore,Tamil Nadu,Website,Credit Card
O30467,2025-08-31,C2044,P1018,Power Bank 10000mAh,General,2,47180,0.05,89642,30855,Karur,Tamil Nadu,Website,Credit Card
O30468,2024-02-06,C2033,P1008,Backpack 25L,General,1,42606,0.05,40475,15410,Ramanathapuram,Tamil Nadu,Marketplace,Credit Card
O30469,2025-07-23,C2419,P1008,Backpack 25L,General,1,42606,0.15,36215,20296,Chennai,Tamil Nadu,Marketplace,UPI
O30470,2023-12-18,C2482,P1024,Mouse Wireless,General,1,22771,0.05,21632,5026,Kanchipuram,Tamil Nadu,Website,Wallet
O30471,2025-11-30,C2164,P1026,Water Bottle Stainless,General,1,19302,0.05,18336,2810,Chennai,Tamil Nadu,Mobile App,UPI
O30472,2024-04-28,C2288,P1010,"LED Smart TV 43""",General,3,11741,0.0,35223,13889,Chennai,Tamil Nadu,Marketplace,Credit Card
O30473,2024-03-22,C2138,P1020,Vacuum Cleaner,General,1,15965,0.0,15965,3161,Erode,Tamil Nadu,Website,UPI
O30474,2024-03-29,C2361,P1027,Yoga Mat,General,1,35779,0.05,33990,16648,Tiruchirappalli,Tamil Nadu,Website,Wallet
O30475,2025-04-22,C2339,P1013,Ceramic Dinner Set,General,1,13748,0.0,13748,3048,Nagercoil,Tamil Nadu,Website,Wallet
O30476,2024-11-28,C2487,P1004,"Smartphone 6.5""",General,1,13735,0.0,13735,4384,Erode,Tamil Nadu,Marketplace,UPI
O30477,2023-01-26,C2490,P1029,USB-C Cable,General,1,27263,0.0,27263,6298,Nagercoil,Tamil Nadu,Marketplace,COD
O30478,2025-10-25,C2229,P1025,Car Mobile Holder,General,1,18901,0.0,18901,5249,Chennai,Tamil Nadu,Website,UPI
O30479,2025-09-16,C2444,P1015,Wrist Watch,General,2,2573,0.0,5146,2103,Tirunelveli,Tamil Nadu,Website,Wallet
O30480,2025-06-16,C2082,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,2913,Tiruchirappalli,Tamil Nadu,Marketplace,UPI
O30481,2024-12-28,C2054,P1020,Vacuum Cleaner,General,1,15965,0.15,13570,3922,Tiruchirappalli,Tamil Nadu,Website,COD
O30482,2024-11-29,C2407,P1019,Home Heater,General,2,58187,0.0,116374,46646,Thoothukudi,Tamil Nadu,Mobile App,Debit Card
O30483,2025-05-15,C2485,P1002,Women's Kurta,General,1,5580,0.0,5580,2018,Coimbatore,Tamil Nadu,Mobile App,UPI
O30484,2023-05-08,C2064,P1020,Vacuum Cleaner,General,1,15965,0.0,15965,3674,Kanchipuram,Tamil Nadu,Website,Wallet
O30485,2025-03-28,C2463,P1030,Smart Light Bulb,General,1,34154,0.05,32446,17324,Kanchipuram,Tamil Nadu,Mobile App,Credit Card
O30486,2025-03-26,C2007,P1014,Makeup Kit,General,1,44484,0.0,44484,12383,Tiruchirappalli,Tamil Nadu,Marketplace,Credit Card
O30487,2023-11-12,C2379,P1024,Mouse Wireless,General,1,22771,0.0,22771,6585,Vellore,Tamil Nadu,Marketplace,UPI
O30488,2024-08-18,C2483,P1026,Water Bottle Stainless,General,1,19302,0.1,17371,2856,Madurai,Tamil Nadu,Website,Credit Card
O30489,2024-09-03,C2166,P1003,Running Shoes,General,1,10746,0.0,10746,3775,Nagercoil,Tamil Nadu,Website,Wallet
O30490,2025-12-03,C2057,P1014,Makeup Kit,General,2,44484,0.0,88968,27470,Thoothukudi,Tamil Nadu,Website,COD
O30491,2024-08-20,C2338,P1028,Gaming Headset,General,1,21857,0.05,20764,6487,Tiruchirappalli,Tamil Nadu,Mobile App,Credit Card
O30492,2024-06-13,C2395,P1020,Vacuum Cleaner,General,1,15965,0.0,15965,3468,Erode,Tamil Nadu,Marketplace,COD
O30493,2023-11-27,C2244,P1015,Wrist Watch,General,1,2573,0.0,2573,992,Coimbatore,Tamil Nadu,Mobile App,Wallet
O30494,2024-02-03,C2399,P1006,Bluetooth Speaker,General,1,45274,0.0,45274,6523,Coimbatore,Tamil Nadu,Mobile App,Debit Card
O30495,2023-07-29,C2129,P1023,Bluetooth Keyboard,General,2,2007,0.15,3411,1477,Kanchipuram,Tamil Nadu,Website,Wallet
O30496,2025-11-30,C2215,P1001,Men's Cotton T-Shirt,General,2,16338,0.1,29408,5534,Tiruchirappalli,Tamil Nadu,Mobile App,UPI
O30497,2025-04-04,C2356,P1006,Bluetooth Speaker,General,1,45274,0.05,43010,6945,Coimbatore,Tamil Nadu,Mobile App,Wallet
O30498,2023-08-20,C2404,P1025,Car Mobile Holder,General,1,18901,0.0,18901,4305,Madurai,Tamil Nadu,Mobile App,COD
O30499,2025-08-15,C2045,P1014,Makeup Kit,General,1,44484,0.0,44484,14146,Tirunelveli,Tamil Nadu,Website,Credit Card
O30500,2023-12-19,C2357,P1013,Ceramic Dinner Set,General,1,13748,0.05,13060,2657,Chennai,Tamil Nadu,Marketplace,Wallet
O30501,2023-03-31,C2293,P1020,Vacuum Cleaner,General,1,15965,0.0,15965,4466,Madurai,Tamil Nadu,Marketplace,Debit Card
O30502,2024-09-15,C2371,P1022,Desk Lamp,General,1,42456,0.0,42456,18807,Madurai,Tamil Nadu,Marketplace,UPI
O30503,2023-03-30,C2266,P1011,Kitchen Mixer Grinder,General,1,28645,0.0,28645,9814,Vellore,Tamil Nadu,Mobile App,UPI
O30504,2023-10-15,C2425,P1017,Mobile Cover,General,1,40581,0.0,40581,9090,Nagercoil,Tamil Nadu,Mobile App,Wallet
O30505,2024-05-16,C2357,P1030,Smart Light Bulb,General,1,34154,0.0,34154,15784,Chennai,Tamil Nadu,Mobile App,UPI
O30506,2024-07-13,C2442,P1012,Air Fryer 3.5L,General,1,40718,0.0,40718,10816,Ramanathapuram,Tamil Nadu,Marketplace,Credit Card
O30507,2025-05-07,C2392,P1015,Wrist Watch,General,1,2573,0.1,2315,1124,Karur,Tamil Nadu,Marketplace,Credit Card
O30508,2023-05-22,C2007,P1029,USB-C Cable,General,1,27263,0.0,27263,7654,Tiruchirappalli,Tamil Nadu,Mobile App,Wallet
O30509,2024-04-12,C2481,P1024,Mouse Wireless,General,1,22771,0.05,21632,4929,Madurai,Tamil Nadu,Marketplace,Debit Card
O30510,2023-11-23,C2075,P1017,Mobile Cover,General,1,40581,0.0,40581,9427,Tirunelveli,Tamil Nadu,Mobile App,COD
O30511,2024-10-22,C2176,P1025,Car Mobile Holder,General,2,18901,0.0,37802,9624,Madurai,Tamil Nadu,Marketplace,Debit Card
O30512,2024-03-14,C2018,P1016,Sunglasses UV,General,1,36778,0.0,36778,16309,Ramanathapuram,Tamil Nadu,Mobile App,UPI
O30513,2025-11-14,C2089,P1018,Power Bank 10000mAh,General,2,47180,0.0,94360,25644,Nagercoil,Tamil Nadu,Website,UPI
O30514,2025-01-17,C2406,P1028,Gaming Headset,General,1,21857,0.0,21857,6880,Dindigul,Tamil Nadu,Website,Wallet
O30515,2025-01-27,C2396,P1009,Fitness Band,General,1,21672,0.0,21672,4299,Thoothukudi,Tamil Nadu,Marketplace,Debit Card
O30516,2025-01-02,C2327,P1028,Gaming Headset,General,3,21857,0.0,65571,25982,Salem,Tamil Nadu,Website,UPI
O30517,2024-06-04,C2490,P1009,Fitness Band,General,2,21672,0.0,43344,7892,Nagercoil,Tamil Nadu,Website,Credit Card
O30518,2023-04-08,C2092,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,3709,Salem,Tamil Nadu,Marketplace,Debit Card
O30519,2025-12-26,C2360,P1017,Mobile Cover,General,2,40581,0.0,81162,20092,Thoothukudi,Tamil Nadu,Marketplace,Debit Card
O30520,2023-08-12,C2428,P1007,"Laptop 14""",General,2,34499,0.0,68998,23261,Nagercoil,Tamil Nadu,Mobile App,Wallet
O30521,2025-07-10,C2310,P1001,Men's Cotton T-Shirt,General,2,16338,0.0,32676,4963,Coimbatore,Tamil Nadu,Mobile App,Wallet
O30522,2023-10-21,C2337,P1006,Bluetooth Speaker,General,1,45274,0.0,45274,6616,Tiruchirappalli,Tamil Nadu,Marketplace,Debit Card
O30523,2025-12-10,C2391,P1013,Ceramic Dinner Set,General,1,13748,0.0,13748,2692,Tirunelveli,Tamil Nadu,Mobile App,Credit Card
O30524,2025-07-19,C2417,P1001,Men's Cotton T-Shirt,General,2,16338,0.1,29408,4134,Tirunelveli,Tamil Nadu,Mobile App,Credit Card
O30525,2024-12-20,C2314,P1001,Men's Cotton T-Shirt,General,1,16338,0.0,16338,2663,Coimbatore,Tamil Nadu,Website,Wallet
O30526,2025-04-22,C2407,P1005,Wireless Earbuds,General,1,44929,0.0,44929,18516,Thoothukudi,Tamil Nadu,Mobile App,Wallet
O30527,2023-12-03,C2442,P1020,Vacuum Cleaner,General,1,15965,0.0,15965,3948,Ramanathapuram,Tamil Nadu,Website,Wallet
O30528,2025-05-19,C2450,P1022,Desk Lamp,General,1,42456,0.1,38210,15029,Karur,Tamil Nadu,Mobile App,Credit Card
O30529,2024-07-04,C2316,P1018,Power Bank 10000mAh,General,1,47180,0.0,47180,13855,Salem,Tamil Nadu,Marketplace,Debit Card
O30530,2024-04-09,C2017,P1025,Car Mobile Holder,General,1,18901,0.0,18901,3642,Erode,Tamil Nadu,Website,Credit Card
O30531,2023-11-07,C2465,P1002,Women's Kurta,General,1,5580,0.05,5301,1797,Ramanathapuram,Tamil Nadu,Website,COD
O30532,2024-11-27,C2456,P1024,Mouse Wireless,General,1,22771,0.05,21632,6493,Chennai,Tamil Nadu,Website,UPI
O30533,2024-01-29,C2065,P1003,Running Shoes,General,1,10746,0.0,10746,3225,Erode,Tamil Nadu,Website,Debit Card
O30534,2025-04-26,C2373,P1004,"Smartphone 6.5""",General,1,13735,0.0,13735,3770,Kanchipuram,Tamil Nadu,Website,UPI
O30535,2025-02-24,C2077,P1005,Wireless Earbuds,General,1,44929,0.0,44929,14878,Kanchipuram,Tamil Nadu,Marketplace,Credit Card
O30536,2023-04-21,C2302,P1025,Car Mobile Holder,General,2,18901,0.0,37802,8992,Ramanathapuram,Tamil Nadu,Website,UPI
O30537,2024-01-20,C2318,P1024,Mouse Wireless,General,1,22771,0.05,21632,6423,Madurai,Tamil Nadu,Website,COD
O30538,2023-06-19,C2028,P1023,Bluetooth Keyboard,General,1,2007,0.0,2007,587,Ramanathapuram,Tamil Nadu,Marketplace,COD
O30539,2025-12-31,C2084,P1030,Smart Light Bulb,General,2,34154,0.0,68308,29504,Coimbatore,Tamil Nadu,Website,Credit Card
O30540,2025-03-13,C2324,P1022,Desk Lamp,General,2,42456,0.0,84912,35271,Tiruchirappalli,Tamil Nadu,Mobile App,COD
O30541,2023-05-14,C2358,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,3571,Erode,Tamil Nadu,Marketplace,UPI
O30542,2023-03-17,C2337,P1019,Home Heater,General,1,58187,0.0,58187,28385,Tiruchirappalli,Tamil Nadu,Marketplace,COD
O30543,2024-07-26,C2473,P1015,Wrist Watch,General,1,2573,0.05,2444,1116,Thoothukudi,Tamil Nadu,Marketplace,Wallet
O30544,2023-08-02,C2490,P1017,Mobile Cover,General,2,40581,0.0,81162,20939,Nagercoil,Tamil Nadu,Marketplace,Debit Card
O30545,2023-01-04,C2055,P1009,Fitness Band,General,2,21672,0.05,41176,8509,Ramanathapuram,Tamil Nadu,Marketplace,COD
O30546,2025-03-22,C2147,P1028,Gaming Headset,General,2,21857,0.05,41528,15708,Karur,Tamil Nadu,Website,Credit Card
O30547,2025-06-16,C2448,P1025,Car Mobile Holder,General,1,18901,0.0,18901,5261,Salem,Tamil Nadu,Mobile App,Wallet
O30548,2024-01-04,C2180,P1016,Sunglasses UV,General,1,36778,0.05,34939,14190,Ramanathapuram,Tamil Nadu,Marketplace,Debit Card
O30549,2023-01-05,C2091,P1018,Power Bank 10000mAh,General,1,47180,0.05,44821,11486,Ramanathapuram,Tamil Nadu,Website,Wallet
O30550,2024-07-24,C2330,P1003,Running Shoes,General,1,10746,0.0,10746,3669,Vellore,Tamil Nadu,Website,Wallet
O30551,2025-06-03,C2403,P1023,Bluetooth Keyboard,General,1,2007,0.1,1806,684,Nagercoil,Tamil Nadu,Website,COD
O30552,2024-05-16,C2183,P1001,Men's Cotton T-Shirt,General,1,16338,0.0,16338,2354,Coimbatore,Tamil Nadu,Marketplace,COD
O30553,2025-09-20,C2145,P1023,Bluetooth Keyboard,General,2,2007,0.0,4014,1330,Salem,Tamil Nadu,Website,COD
O30554,2023-12-30,C2034,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,3771,Dindigul,Tamil Nadu,Mobile App,COD
O30555,2025-02-26,C2223,P1021,Office Chair,General,1,40438,0.15,34372,18645,Kanchipuram,Tamil Nadu,Website,Debit Card
O30556,2024-05-09,C2261,P1004,"Smartphone 6.5""",General,1,13735,0.0,13735,3635,Vellore,Tamil Nadu,Website,Wallet
O30557,2024-07-14,C2211,P1027,Yoga Mat,General,1,35779,0.0,35779,13053,Madurai,Tamil Nadu,Marketplace,UPI
O30558,2025-05-07,C2340,P1004,"Smartphone 6.5""",General,1,13735,0.05,13048,4418,Nagercoil,Tamil Nadu,Marketplace,Credit Card
O30559,2025-07-06,C2340,P1022,Desk Lamp,General,1,42456,0.0,42456,18918,Nagercoil,Tamil Nadu,Marketplace,UPI
O30560,2025-09-26,C2189,P1009,Fitness Band,General,1,21672,0.1,19504,4401,Dindigul,Tamil Nadu,Mobile App,COD
O30561,2025-08-12,C2062,P1026,Water Bottle Stainless,General,1,19302,0.1,17371,3683,Erode,Tamil Nadu,Website,Wallet
O30562,2025-08-17,C2144,P1004,"Smartphone 6.5""",General,1,13735,0.1,12361,3378,Vellore,Tamil Nadu,Mobile App,UPI
O30563,2025-05-01,C2334,P1010,"LED Smart TV 43""",General,2,11741,0.0,23482,9159,Madurai,Tamil Nadu,Marketplace,UPI
O30564,2024-08-29,C2024,P1015,Wrist Watch,General,2,2573,0.0,5146,2095,Vellore,Tamil Nadu,Mobile App,Debit Card
O30565,2023-11-05,C2092,P1019,Home Heater,General,2,58187,0.1,104736,38943,Salem,Tamil Nadu,Mobile App,Wallet
O30566,2024-12-16,C2226,P1012,Air Fryer 3.5L,General,1,40718,0.0,40718,10103,Tiruchirappalli,Tamil Nadu,Mobile App,Wallet
O30567,2025-03-20,C2373,P1009,Fitness Band,General,1,21672,0.0,21672,4226,Kanchipuram,Tamil Nadu,Mobile App,UPI
O30568,2023-12-01,C2444,P1001,Men's Cotton T-Shirt,General,1,16338,0.0,16338,2306,Tirunelveli,Tamil Nadu,Mobile App,Credit Card
O30569,2023-12-16,C2127,P1005,Wireless Earbuds,General,1,44929,0.05,42682,18194,Ramanathapuram,Tamil Nadu,Mobile App,UPI
O30570,2023-02-13,C2206,P1027,Yoga Mat,General,1,35779,0.0,35779,15801,Kanchipuram,Tamil Nadu,Website,Credit Card
O30571,2025-06-02,C2303,P1023,Bluetooth Keyboard,General,1,2007,0.0,2007,731,Madurai,Tamil Nadu,Website,COD
O30572,2025-02-01,C2255,P1025,Car Mobile Holder,General,1,18901,0.0,18901,5217,Madurai,Tamil Nadu,Mobile App,COD
O30573,2024-04-28,C2222,P1007,"Laptop 14""",General,1,34499,0.0,34499,9832,Karur,Tamil Nadu,Mobile App,Wallet
O30574,2025-09-18,C2500,P1010,"LED Smart TV 43""",General,2,11741,0.0,23482,10137,Nagercoil,Tamil Nadu,Website,Wallet
O30575,2023-12-09,C2217,P1015,Wrist Watch,General,2,2573,0.0,5146,2242,Vellore,Tamil Nadu,Marketplace,Credit Card
O30576,2025-12-04,C2065,P1012,Air Fryer 3.5L,General,1,40718,0.0,40718,9063,Erode,Tamil Nadu,Mobile App,Debit Card
O30577,2025-12-28,C2132,P1023,Bluetooth Keyboard,General,1,2007,0.1,1806,699,Salem,Tamil Nadu,Marketplace,Wallet
O30578,2024-06-27,C2417,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,4202,Tirunelveli,Tamil Nadu,Website,COD
O30579,2023-04-29,C2262,P1012,Air Fryer 3.5L,General,1,40718,0.0,40718,11838,Kanchipuram,Tamil Nadu,Marketplace,Wallet
O30580,2025-08-06,C2199,P1011,Kitchen Mixer Grinder,General,2,28645,0.05,54425,15819,Nagercoil,Tamil Nadu,Mobile App,Debit Card
O30581,2024-03-20,C2241,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,5256,Erode,Tamil Nadu,Mobile App,UPI
O30582,2023-09-24,C2288,P1015,Wrist Watch,General,1,2573,0.05,2444,799,Chennai,Tamil Nadu,Website,Debit Card
O30583,2023-01-13,C2105,P1006,Bluetooth Speaker,General,2,45274,0.0,90548,13906,Madurai,Tamil Nadu,Mobile App,Debit Card
O30584,2024-12-26,C2119,P1020,Vacuum Cleaner,General,1,15965,0.0,15965,3201,Thoothukudi,Tamil Nadu,Marketplace,Wallet
O30585,2023-05-07,C2200,P1009,Fitness Band,General,2,21672,0.0,43344,6734,Chennai,Tamil Nadu,Marketplace,Credit Card
O30586,2025-05-30,C2389,P1030,Smart Light Bulb,General,1,34154,0.0,34154,14738,Madurai,Tamil Nadu,Mobile App,Wallet
O30587,2025-07-26,C2039,P1010,"LED Smart TV 43""",General,1,11741,0.05,11153,4261,Thoothukudi,Tamil Nadu,Marketplace,Debit Card
O30588,2023-09-25,C2301,P1005,Wireless Earbuds,General,1,44929,0.0,44929,20323,Tirunelveli,Tamil Nadu,Mobile App,Debit Card
O30589,2024-09-23,C2353,P1024,Mouse Wireless,General,1,22771,0.0,22771,6771,Kanchipuram,Tamil Nadu,Marketplace,Credit Card
O30590,2023-03-15,C2489,P1026,Water Bottle Stainless,General,1,19302,0.1,17371,2848,Dindigul,Tamil Nadu,Marketplace,Debit Card
O30591,2024-09-03,C2330,P1030,Smart Light Bulb,General,1,34154,0.0,34154,13393,Vellore,Tamil Nadu,Website,Wallet
O30592,2025-01-19,C2032,P1014,Makeup Kit,General,2,44484,0.0,88968,31588,Karur,Tamil Nadu,Marketplace,Credit Card
O30593,2023-10-29,C2030,P1011,Kitchen Mixer Grinder,General,1,28645,0.05,27212,8099,Salem,Tamil Nadu,Website,UPI
O30594,2025-10-17,C2258,P1028,Gaming Headset,General,1,21857,0.0,21857,9387,Thoothukudi,Tamil Nadu,Marketplace,COD
O30595,2025-04-21,C2122,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,3697,Thoothukudi,Tamil Nadu,Marketplace,UPI
O30596,2024-10-22,C2243,P1013,Ceramic Dinner Set,General,1,13748,0.0,13748,3602,Madurai,Tamil Nadu,Mobile App,Wallet
O30597,2025-04-02,C2291,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,4424,Kanchipuram,Tamil Nadu,Website,Debit Card
O30598,2025-06-28,C2257,P1006,Bluetooth Speaker,General,1,45274,0.1,40746,8213,Vellore,Tamil Nadu,Marketplace,Debit Card
O30599,2024-02-07,C2139,P1011,Kitchen Mixer Grinder,General,1,28645,0.1,25780,7681,Tirunelveli,Tamil Nadu,Marketplace,Credit Card
O30600,2025-07-06,C2432,P1014,Makeup Kit,General,2,44484,0.1,80071,31454,Tiruchirappalli,Tamil Nadu,Marketplace,Debit Card
O30601,2023-04-15,C2358,P1022,Desk Lamp,General,1,42456,0.1,38210,13202,Erode,Tamil Nadu,Marketplace,UPI
O30602,2025-10-22,C2090,P1012,Air Fryer 3.5L,General,1,40718,0.0,40718,11082,Dindigul,Tamil Nadu,Mobile App,UPI
O30603,2025-05-15,C2115,P1022,Desk Lamp,General,1,42456,0.15,36087,16324,Madurai,Tamil Nadu,Website,Credit Card
O30604,2025-05-11,C2167,P1024,Mouse Wireless,General,1,22771,0.0,22771,4835,Coimbatore,Tamil Nadu,Marketplace,UPI
O30605,2023-05-21,C2004,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,3778,Salem,Tamil Nadu,Website,Wallet
O30606,2025-03-09,C2286,P1027,Yoga Mat,General,1,35779,0.05,33990,16728,Vellore,Tamil Nadu,Marketplace,Credit Card
O30607,2025-05-21,C2184,P1016,Sunglasses UV,General,1,36778,0.0,36778,13117,Vellore,Tamil Nadu,Mobile App,Debit Card
O30608,2025-02-06,C2047,P1012,Air Fryer 3.5L,General,1,40718,0.0,40718,11297,Vellore,Tamil Nadu,Website,COD
O30609,2023-09-02,C2188,P1008,Backpack 25L,General,3,42606,0.0,127818,54530,Kanchipuram,Tamil Nadu,Website,Wallet
O30610,2025-07-15,C2288,P1028,Gaming Headset,General,1,21857,0.0,21857,6515,Chennai,Tamil Nadu,Website,Debit Card
O30611,2023-11-19,C2485,P1023,Bluetooth Keyboard,General,1,2007,0.05,1906,720,Coimbatore,Tamil Nadu,Website,Credit Card
O30612,2025-06-29,C2252,P1024,Mouse Wireless,General,1,22771,0.0,22771,5526,Tirunelveli,Tamil Nadu,Website,UPI
O30613,2023-02-12,C2107,P1015,Wrist Watch,General,1,2573,0.0,2573,832,Coimbatore,Tamil Nadu,Mobile App,Credit Card
O30614,2025-07-06,C2249,P1025,Car Mobile Holder,General,2,18901,0.0,37802,10739,Madurai,Tamil Nadu,Marketplace,COD
O30615,2024-01-02,C2243,P1011,Kitchen Mixer Grinder,General,1,28645,0.0,28645,8092,Madurai,Tamil Nadu,Marketplace,Wallet
O30616,2023-10-28,C2269,P1004,"Smartphone 6.5""",General,2,13735,0.05,26096,8257,Nagercoil,Tamil Nadu,Website,COD
O30617,2023-01-06,C2306,P1030,Smart Light Bulb,General,1,34154,0.0,34154,12259,Erode,Tamil Nadu,Website,Debit Card
O30618,2025-10-02,C2243,P1029,USB-C Cable,General,1,27263,0.0,27263,6175,Madurai,Tamil Nadu,Mobile App,Wallet
O30619,2024-07-17,C2450,P1023,Bluetooth Keyboard,General,2,2007,0.15,3411,1501,Karur,Tamil Nadu,Mobile App,UPI
O30620,2024-11-10,C2231,P1022,Desk Lamp,General,2,42456,0.05,80666,37588,Chennai,Tamil Nadu,Marketplace,UPI
O30621,2024-04-20,C2288,P1006,Bluetooth Speaker,General,1,45274,0.0,45274,8269,Chennai,Tamil Nadu,Mobile App,Debit Card
O30622,2025-12-01,C2001,P1005,Wireless Earbuds,General,1,44929,0.05,42682,15910,Nagercoil,Tamil Nadu,Mobile App,COD
O30623,2025-08-11,C2131,P1001,Men's Cotton T-Shirt,General,2,16338,0.0,32676,4787,Karur,Tamil Nadu,Marketplace,Debit Card
O30624,2023-11-05,C2065,P1022,Desk Lamp,General,1,42456,0.0,42456,18071,Erode,Tamil Nadu,Marketplace,Credit Card
O30625,2025-12-13,C2252,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,4609,Tirunelveli,Tamil Nadu,Website,COD
O30626,2025-03-16,C2106,P1015,Wrist Watch,General,1,2573,0.0,2573,1109,Salem,Tamil Nadu,Marketplace,Wallet
O30627,2024-10-28,C2114,P1009,Fitness Band,General,1,21672,0.0,21672,3354,Salem,Tamil Nadu,Website,UPI
O30628,2025-07-15,C2474,P1002,Women's Kurta,General,1,5580,0.0,5580,1922,Kanchipuram,Tamil Nadu,Website,UPI
O30629,2025-01-07,C2051,P1004,"Smartphone 6.5""",General,1,13735,0.0,13735,4580,Nagercoil,Tamil Nadu,Mobile App,COD
O30630,2025-07-27,C2441,P1028,Gaming Headset,General,2,21857,0.0,43714,12936,Vellore,Tamil Nadu,Website,Debit Card
O30631,2025-11-19,C2178,P1024,Mouse Wireless,General,1,22771,0.05,21632,6079,Chennai,Tamil Nadu,Marketplace,COD
O30632,2025-03-17,C2332,P1025,Car Mobile Holder,General,2,18901,0.0,37802,9894,Tirunelveli,Tamil Nadu,Website,COD
O30633,2023-11-03,C2421,P1019,Home Heater,General,1,58187,0.05,55277,20522,Erode,Tamil Nadu,Marketplace,COD
O30634,2024-02-19,C2345,P1020,Vacuum Cleaner,General,1,15965,0.0,15965,3875,Madurai,Tamil Nadu,Marketplace,Wallet
O30635,2024-07-13,C2001,P1022,Desk Lamp,General,1,42456,0.0,42456,19737,Nagercoil,Tamil Nadu,Mobile App,Debit Card
O30636,2024-05-09,C2213,P1002,Women's Kurta,General,2,5580,0.0,11160,4038,Kanchipuram,Tamil Nadu,Marketplace,COD
O30637,2024-04-16,C2174,P1019,Home Heater,General,1,58187,0.0,58187,28243,Madurai,Tamil Nadu,Website,COD
O30638,2025-01-17,C2184,P1017,Mobile Cover,General,2,40581,0.0,81162,23645,Vellore,Tamil Nadu,Website,COD
O30639,2024-03-01,C2315,P1002,Women's Kurta,General,1,5580,0.05,5301,1882,Madurai,Tamil Nadu,Mobile App,Debit Card
O30640,2025-03-14,C2171,P1025,Car Mobile Holder,General,1,18901,0.0,18901,3909,Salem,Tamil Nadu,Website,Wallet
O30641,2025-11-29,C2419,P1005,Wireless Earbuds,General,1,44929,0.0,44929,21085,Chennai,Tamil Nadu,Website,Debit Card
O30642,2024-01-27,C2429,P1023,Bluetooth Keyboard,General,1,2007,0.0,2007,805,Dindigul,Tamil Nadu,Website,Credit Card
O30643,2025-07-19,C2274,P1019,Home Heater,General,1,58187,0.0,58187,19623,Tirunelveli,Tamil Nadu,Website,COD
O30644,2024-07-05,C2007,P1016,Sunglasses UV,General,1,36778,0.0,36778,13344,Tiruchirappalli,Tamil Nadu,Mobile App,Wallet
O30645,2023-09-28,C2081,P1017,Mobile Cover,General,2,40581,0.0,81162,23970,Nagercoil,Tamil Nadu,Website,Credit Card
